patent_id,uspc_subclass_title
8195345,FUZZY LOGIC
8195345,NEURAL NETWORK
8195345,By neural network
8195345,ADAPTIVE SYSTEM
8195345,KNOWLEDGE PROCESSING SYSTEM
8195345,Fuzzy neural network
8195345,Vehicle or aerospace
8195345,Genetic algorithm and genetic programming system
8195436,KNOWLEDGE PROCESSING SYSTEM
8195436,"Reasoning under uncertainty (e.g., fuzzy logic)"
8195580,Classification or recognition
8195584,KNOWLEDGE PROCESSING SYSTEM
8195586,Learning method
8195586,Learning task
8195586,KNOWLEDGE PROCESSING SYSTEM
8195590,MISCELLANEOUS
8195590,ADAPTIVE SYSTEM
8195590,Knowledge representation and reasoning technique
8195593,MACHINE LEARNING
8195593,KNOWLEDGE PROCESSING SYSTEM
8195595,FUZZY LOGIC
8195596,KNOWLEDGE PROCESSING SYSTEM
8195597,Ruled
8195597,KNOWLEDGE PROCESSING SYSTEM
8195597,Knowledge representation and reasoning technique
8195597,"Reasoning under uncertainty (e.g., fuzzy logic)"
8195598,KNOWLEDGE PROCESSING SYSTEM
8195598,Ruled
8195599,Ruled
8195599,KNOWLEDGE PROCESSING SYSTEM
8195599,Knowledge representation and reasoning technique
8195648,Digital neural network
8195648,ADAPTIVE SYSTEM
8195648,MACHINE LEARNING
8195654,MACHINE LEARNING
8195674,MACHINE LEARNING
8195674,Classification or recognition
8195683,KNOWLEDGE PROCESSING SYSTEM
8195692,KNOWLEDGE PROCESSING SYSTEM
8195793,KNOWLEDGE PROCESSING SYSTEM
8196057,Having function calculator
8196114,MACHINE LEARNING
8196114,FUZZY LOGIC HARDWARE
8199150,PLURAL PROCESSING SYSTEMS
8200025,Classification or recognition
8200044,Genetic algorithm and genetic programming system
8200477,KNOWLEDGE PROCESSING SYSTEM
8200591,Control
8200591,"Signal processing (e.g., filter)"
8200591,Knowledge representation and reasoning technique
8200591,Control
8200591,Process plant
8200592,KNOWLEDGE PROCESSING SYSTEM
8200603,KNOWLEDGE PROCESSING SYSTEM
8200604,"Reasoning under uncertainty (e.g., fuzzy logic)"
8200610,KNOWLEDGE PROCESSING SYSTEM
8200610,Learning task
8200610,MACHINE LEARNING
8200660,MACHINE LEARNING
8200660,ADAPTIVE SYSTEM
8200660,KNOWLEDGE PROCESSING SYSTEM
8201250,FUZZY LOGIC HARDWARE
8204841,Ruled
8204846,Knowledge representation and reasoning technique
8204846,KNOWLEDGE PROCESSING SYSTEM
8204846,"Reasoning under uncertainty (e.g., fuzzy logic)"
8204846,Ruled
8204847,Ruled
8204847,KNOWLEDGE PROCESSING SYSTEM
8204847,Knowledge representation and reasoning technique
8204847,"Reasoning under uncertainty (e.g., fuzzy logic)"
8205216,Ruled
8209083,Vehicle or aerospace
8209083,Classification or recognition
8209268,MISCELLANEOUS
8209268,Having specific pattern matching or control technique
8209268,Ruled
8209268,Knowledge representation and reasoning technique
8209268,KNOWLEDGE PROCESSING SYSTEM
8209269,KNOWLEDGE PROCESSING SYSTEM
8209276,KNOWLEDGE PROCESSING SYSTEM
8209381,ADAPTIVE SYSTEM
8209381,MACHINE LEARNING
8213898,Ruled
8214212,HAVING PARTICULAR USER INTERFACE
8214232,MACHINE LEARNING
8214308,MACHINE LEARNING
8214309,Classification or recognition
8214309,Association
8214311,Learning task
8214311,ADAPTIVE SYSTEM
8214314,Ruled
8214314,Classification or recognition
8214315,Classification or recognition
8214320,KNOWLEDGE PROCESSING SYSTEM
8214840,Constraint optimization problem solving
8217756,Ruled
8219274,KNOWLEDGE PROCESSING SYSTEM
8219314,Having specific pattern matching or control technique
8219437,"Reasoning under uncertainty (e.g., fuzzy logic)"
8219494,Structure
8219507,"Reasoning under uncertainty (e.g., fuzzy logic)"
8219509,Learning method
8219510,"Reasoning under uncertainty (e.g., fuzzy logic)"
8219510,Having specific pattern matching or control technique
8219511,Learning method
8219511,Classification or recognition
8219511,Prediction
8219516,Information retrieval or information management
8219554,KNOWLEDGE PROCESSING SYSTEM
8222581,"Designing, planning, programming, CAD, CASE"
8222581,Simulation
8222581,APPLICATION USING AI WITH DETAIL OF THE AI SYSTEM
8223989,"Beamforming (e.g., target location, radar)"
8224468,Learning method
8224486,Simulation
8224486,Computer program preparation
8224759,Structure
8224762,Knowledge representation and reasoning technique
8224762,Knowledge acquisition by a knowledge processing system
8224764,Prediction
8224768,KNOWLEDGE PROCESSING SYSTEM
8224768,Knowledge representation and reasoning technique
8224768,"Reasoning under uncertainty (e.g., fuzzy logic)"
8224842,"Reasoning under uncertainty (e.g., fuzzy logic)"
8224842,Learning task
8224842,Analogical reasoning system
8224848,KNOWLEDGE PROCESSING SYSTEM
8224848,FUZZY LOGIC HARDWARE
8224956,HAVING PARTICULAR USER INTERFACE
8224956,Knowledge representation and reasoning technique
8224956,Creation or modification
8224956,MACHINE LEARNING
8224956,Analogical reasoning system
8225214,Knowledge acquisition by a knowledge processing system
8225214,KNOWLEDGE PROCESSING SYSTEM
8225288,HAVING PARTICULAR USER INTERFACE
8226417,NEURAL NETWORK
8229017,"Beamforming (e.g., target location, radar)"
8229872,"Reasoning under uncertainty (e.g., fuzzy logic)"
8229872,MISCELLANEOUS
8229873,"Reasoning under uncertainty (e.g., fuzzy logic)"
8229878,KNOWLEDGE PROCESSING SYSTEM
8229878,MISCELLANEOUS
8229879,Prediction
8229879,"Signal processing (e.g., filter)"
8229879,Classification or recognition
8229921,KNOWLEDGE PROCESSING SYSTEM
8229955,"Semantic network (e.g., conceptual dependency, fact based structure)"
8230268,Creation or modification
8230268,KNOWLEDGE PROCESSING SYSTEM
8230290,KNOWLEDGE PROCESSING SYSTEM
8233704,Classification or recognition
8234230,Constraint optimization problem solving
8234232,MACHINE LEARNING
8234232,KNOWLEDGE PROCESSING SYSTEM
8234233,Creation or modification
8234235,KNOWLEDGE PROCESSING SYSTEM
8234236,KNOWLEDGE PROCESSING SYSTEM
8234279,KNOWLEDGE PROCESSING SYSTEM
8234485,Analogical reasoning system
8234485,Having specific management of a knowledge base
8234485,Knowledge acquisition by a knowledge processing system
8234583,Ruled
8234610,Ruled
8234621,Ruled
8234634,Knowledge representation and reasoning technique
8234634,KNOWLEDGE PROCESSING SYSTEM
8234634,Ruled
8234893,Knowledge representation and reasoning technique
8237386,"Digital fuzzy computer (e.g., controller)"
8237386,FUZZY LOGIC
8237586,Analogical reasoning system
8239047,Learning method
8239294,KNOWLEDGE PROCESSING SYSTEM
8239294,HAVING PARTICULAR USER INTERFACE
8239294,MACHINE LEARNING
8239294,ADAPTIVE SYSTEM
8239335,MACHINE LEARNING
8239335,NEURAL NETWORK
8239339,ADAPTIVE SYSTEM
8239341,Ruled
8239341,Knowledge representation and reasoning technique
8239342,KNOWLEDGE PROCESSING SYSTEM
8239425,MACHINE LEARNING
8239460,NEURAL NETWORK
8239460,Learning task
8239460,Classification or recognition
8239460,Association
8239460,MACHINE LEARNING
8239488,MACHINE LEARNING
8239488,HAVING PARTICULAR USER INTERFACE
8239641,Ruled
8239641,MACHINE LEARNING
8239668,KNOWLEDGE PROCESSING SYSTEM
8242410,Classification or recognition
8242410,Learning task
8244402,Neural simulation environment
8244402,KNOWLEDGE PROCESSING SYSTEM
8244503,KNOWLEDGE PROCESSING SYSTEM
8244519,"Reasoning under uncertainty (e.g., fuzzy logic)"
8244539,HAVING PARTICULAR USER INTERFACE
8244649,KNOWLEDGE PROCESSING SYSTEM
8244650,"Signal processing (e.g., filter)"
8244651,MACHINE LEARNING
8244652,MISCELLANEOUS
8244652,Learning task
8244652,NEURAL NETWORK
8244652,KNOWLEDGE PROCESSING SYSTEM
8244653,Prediction
8244653,Control
8244654,Classification or recognition
8244654,KNOWLEDGE PROCESSING SYSTEM
8244654,MISCELLANEOUS
8244654,NEURAL NETWORK
8244730,"Semantic network (e.g., conceptual dependency, fact based structure)"
8244740,KNOWLEDGE PROCESSING SYSTEM
8244794,HAVING PARTICULAR USER INTERFACE
8244794,Ruled
8244858,Creation or modification
8244858,Analogical reasoning system
8244858,Knowledge representation and reasoning technique
8244858,MACHINE LEARNING
8244858,HAVING PARTICULAR USER INTERFACE
8245191,Ruled
8245235,Prediction
8249735,Ruled
8249735,MACHINE LEARNING
8249896,"Analog fuzzy computer (e.g., controller)"
8249913,"Reasoning under uncertainty (e.g., fuzzy logic)"
8249913,MACHINE LEARNING
8249913,Knowledge representation and reasoning technique
8250004,KNOWLEDGE PROCESSING SYSTEM
8250007,Constraint optimization problem solving
8250009,KNOWLEDGE PROCESSING SYSTEM
8250009,Knowledge representation and reasoning technique
8250009,Learning task
8250009,MACHINE LEARNING
8250009,NEURAL NETWORK
8250009,Classification or recognition
8250009,Prediction
8250009,"Reasoning under uncertainty (e.g., fuzzy logic)"
8250009,Approximation
8250009,Constraint optimization problem solving
8250009,Association
8250009,MISCELLANEOUS
8250011,KNOWLEDGE PROCESSING SYSTEM
8250013,Classification or recognition
8250013,NEURAL NETWORK
8250013,ADAPTIVE SYSTEM
8250013,Prediction
8250018,KNOWLEDGE PROCESSING SYSTEM
8250020,KNOWLEDGE PROCESSING SYSTEM
8250532,Ruled
8250532,KNOWLEDGE PROCESSING SYSTEM
8254569,Knowledge representation and reasoning technique
8254699,Classification or recognition
8255074,ADAPTIVE SYSTEM
8255340,KNOWLEDGE PROCESSING SYSTEM
8255346,Constraint optimization problem solving
8255346,Learning method
8255353,Expert system shell or tool
8255353,MISCELLANEOUS
8255354,KNOWLEDGE PROCESSING SYSTEM
8255412,KNOWLEDGE PROCESSING SYSTEM
8255412,MACHINE LEARNING
8257582,KNOWLEDGE PROCESSING SYSTEM
8257582,Medical
8259175,Ruled
8259175,"Reasoning under uncertainty (e.g., fuzzy logic)"
8260440,ADAPTIVE SYSTEM
8260441,Classification or recognition
8260484,FUZZY LOGIC
8260484,"Digital fuzzy computer (e.g., controller)"
8260486,FUZZY LOGIC
8260486,"Reasoning under uncertainty (e.g., fuzzy logic)"
8260486,"Digital fuzzy computer (e.g., controller)"
8260486,Fuzzy inference processing
8260486,FUZZY LOGIC HARDWARE
8260585,Genetic algorithm and genetic programming system
8260585,Constraint optimization problem solving
8260728,KNOWLEDGE PROCESSING SYSTEM
8260730,KNOWLEDGE PROCESSING SYSTEM
8260731,Knowledge representation and reasoning technique
8260734,Learning method
8260735,Prediction
8260912,MACHINE LEARNING
8260912,Temporal logic
8260912,HAVING PARTICULAR USER INTERFACE
8265778,Prediction
8265977,Prediction
8266081,KNOWLEDGE PROCESSING SYSTEM
8266082,MACHINE LEARNING
8266082,MISCELLANEOUS
8266088,Creation or modification
8266089,Constraint optimization problem solving
8266089,Classification or recognition
8266090,Knowledge representation and reasoning technique
8266090,KNOWLEDGE PROCESSING SYSTEM
8266093,MACHINE LEARNING
8266144,ADAPTIVE SYSTEM
8266144,MACHINE LEARNING
8266145,Fuzzy neural network
8269834,ADAPTIVE SYSTEM
8270625,Genetic algorithm and genetic programming system
8270694,"Reasoning under uncertainty (e.g., fuzzy logic)"
8270707,MACHINE LEARNING
8271214,MACHINE LEARNING
8271295,"Reasoning under uncertainty (e.g., fuzzy logic)"
8271311,Genetic algorithm and genetic programming system
8271328,FUZZY LOGIC HARDWARE
8271328,KNOWLEDGE PROCESSING SYSTEM
8271328,NEURAL NETWORK
8271328,Knowledge acquisition by a knowledge processing system
8271402,PLURAL PROCESSING SYSTEMS
8271402,KNOWLEDGE PROCESSING SYSTEM
8271405,KNOWLEDGE PROCESSING SYSTEM
8271406,KNOWLEDGE PROCESSING SYSTEM
8271408,Analogical reasoning system
8271410,NEURAL NETWORK
8271419,KNOWLEDGE PROCESSING SYSTEM
8271422,KNOWLEDGE PROCESSING SYSTEM
8271422,Knowledge representation and reasoning technique
8271516,MACHINE LEARNING
8271516,Knowledge representation and reasoning technique
8271516,ADAPTIVE SYSTEM
8271516,KNOWLEDGE PROCESSING SYSTEM
8271516,Genetic algorithm and genetic programming system
8271609,Ruled
8271791,Recurrent
8271791,Structure
8274252,"Reasoning under uncertainty (e.g., fuzzy logic)"
8275206,Learning method
8275589,Genetic algorithm and genetic programming system
8275589,Classification or recognition
8275589,Prediction
8275721,ADAPTIVE SYSTEM
8275722,KNOWLEDGE PROCESSING SYSTEM
8275726,KNOWLEDGE PROCESSING SYSTEM
8275726,MISCELLANEOUS
8275727,"Hybrid network (i.e., analog and digital)"
8275728,By neural network
8275728,NEURAL NETWORK
8275729,Constraint optimization problem solving
8275731,Knowledge representation and reasoning technique
8275734,Having specific pattern matching or control technique
8275735,"Reasoning under uncertainty (e.g., fuzzy logic)"
8275735,MISCELLANEOUS
8275735,KNOWLEDGE PROCESSING SYSTEM
8275735,Knowledge representation and reasoning technique
8275737,Having specific management of a knowledge base
8275737,KNOWLEDGE PROCESSING SYSTEM
8275796,KNOWLEDGE PROCESSING SYSTEM
8275796,"Semantic network (e.g., conceptual dependency, fact based structure)"
8275834,Expert system shell or tool
8275834,Ruled
8279464,KNOWLEDGE PROCESSING SYSTEM
8280732,HAVING PARTICULAR USER INTERFACE
8280817,"Semantic network (e.g., conceptual dependency, fact based structure)"
8280817,Having specific management of a knowledge base
8280817,Non
8280828,Classification or recognition
8280830,KNOWLEDGE PROCESSING SYSTEM
8280832,Having specific pattern matching or control technique
8280838,Knowledge representation and reasoning technique
8280872,Having specific pattern matching or control technique
8280891,Classification or recognition
8280905,Knowledge representation and reasoning technique
8281166,MACHINE LEARNING
8281245,Classification or recognition
8281245,Ruled
8281245,Knowledge representation and reasoning technique
8281245,Having specific pattern matching or control technique
8283943,PLURAL PROCESSING SYSTEMS
8283943,ADAPTIVE SYSTEM
8285656,KNOWLEDGE PROCESSING SYSTEM
8285657,KNOWLEDGE PROCESSING SYSTEM
8285658,KNOWLEDGE PROCESSING SYSTEM
8285667,KNOWLEDGE PROCESSING SYSTEM
8285667,Having specific management of a knowledge base
8285668,Knowledge representation and reasoning technique
8285668,Having specific management of a knowledge base
8286122,Single
8286122,Classification or recognition
8290882,Structure
8290890,Control
8290894,KNOWLEDGE PROCESSING SYSTEM
8290962,Having specific pattern matching or control technique
8290969,Genetic algorithm and genetic programming system
8291015,Creation or modification
8291051,KNOWLEDGE PROCESSING SYSTEM
8291051,Electronic or computer (internal or network) circuit
8291059,Constraint optimization problem solving
8291069,Knowledge representation and reasoning technique
8291319,KNOWLEDGE PROCESSING SYSTEM
8291319,"Reasoning under uncertainty (e.g., fuzzy logic)"
8291405,"Reasoning under uncertainty (e.g., fuzzy logic)"
8295989,Knowledge representation and reasoning technique
8296107,ADAPTIVE SYSTEM
8296107,Learning method
8296108,Classification or recognition
8296108,"Reasoning under uncertainty (e.g., fuzzy logic)"
8296117,KNOWLEDGE PROCESSING SYSTEM
8296125,Having specific management of a knowledge base
8296125,"Semantic network (e.g., conceptual dependency, fact based structure)"
8296247,Medical
8296247,KNOWLEDGE PROCESSING SYSTEM
8296247,PLURAL PROCESSING SYSTEMS
8296250,Learning method
8296250,Learning task
8296257,KNOWLEDGE PROCESSING SYSTEM
8296257,"Reasoning under uncertainty (e.g., fuzzy logic)"
8296257,Ruled
8296300,Genetic algorithm and genetic programming system
8296484,Prediction
8296484,Ruled
8298100,"Reasoning under uncertainty (e.g., fuzzy logic)"
8298100,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
8298100,Fuzzy inference processing
8299409,Ruled
8299409,"Reasoning under uncertainty (e.g., fuzzy logic)"
8301575,Medical
8301576,KNOWLEDGE PROCESSING SYSTEM
8301580,Ruled
8301581,KNOWLEDGE PROCESSING SYSTEM
8301581,Ruled
8301582,Ruled
8301582,KNOWLEDGE PROCESSING SYSTEM
8301584,Prediction
8301584,Classification or recognition
8301638,Classification or recognition
8301660,"Semantic network (e.g., conceptual dependency, fact based structure)"
8301660,Predicate logic or predicate calculus
8306931,Structure
8306931,Classification or recognition
8306936,MISCELLANEOUS
8306936,Knowledge representation and reasoning technique
8306936,ADAPTIVE SYSTEM
8306936,"Reasoning under uncertainty (e.g., fuzzy logic)"
8306942,Ruled
8306942,"Reasoning under uncertainty (e.g., fuzzy logic)"
8306942,MACHINE LEARNING
8306942,KNOWLEDGE PROCESSING SYSTEM
8306943,Business
8307164,Ruled
8307357,HAVING PARTICULAR USER INTERFACE
8307357,KNOWLEDGE PROCESSING SYSTEM
8307367,PLURAL PROCESSING SYSTEMS
8310236,Classification or recognition
8311319,MACHINE LEARNING
8311340,Classification or recognition
8311525,MACHINE LEARNING
8311688,KNOWLEDGE PROCESSING SYSTEM
8311688,NEURAL NETWORK
8311772,MACHINE LEARNING
8311792,Knowledge representation and reasoning technique
8311792,ADAPTIVE SYSTEM
8311792,NEURAL NETWORK
8311792,Prediction
8311792,MACHINE LEARNING
8311957,KNOWLEDGE PROCESSING SYSTEM
8311967,MISCELLANEOUS
8311973,Control
8312306,MACHINE LEARNING
8312324,KNOWLEDGE PROCESSING SYSTEM
8312324,Classification or recognition
8315425,Computer program preparation
8315425,Construction
8315454,MISCELLANEOUS
8315454,Parallel connection
8315956,Learning method
8315956,NEURAL NETWORK
8315961,MACHINE LEARNING
8315961,KNOWLEDGE PROCESSING SYSTEM
8315964,KNOWLEDGE PROCESSING SYSTEM
8315966,Constraint optimization problem solving
8315966,Having function generator
8315967,Ruled
8315967,KNOWLEDGE PROCESSING SYSTEM
8315969,MISCELLANEOUS
8315969,KNOWLEDGE PROCESSING SYSTEM
8316024,KNOWLEDGE PROCESSING SYSTEM
8316024,Knowledge representation and reasoning technique
8316058,"Semantic network (e.g., conceptual dependency, fact based structure)"
8316263,Prediction
8319895,PLURAL PROCESSING SYSTEMS
8320642,MACHINE LEARNING
8320932,MACHINE LEARNING
8321181,Genetic algorithm and genetic programming system
8321181,Constraint optimization problem solving
8321202,Analogical reasoning system
8321202,KNOWLEDGE PROCESSING SYSTEM
8321341,Prediction
8321341,Learning task
8321341,Ruled
8321357,KNOWLEDGE PROCESSING SYSTEM
8321366,Medical
8321368,MACHINE LEARNING
8321371,Ruled
8321371,KNOWLEDGE PROCESSING SYSTEM
8321371,"Reasoning under uncertainty (e.g., fuzzy logic)"
8321371,"Semantic network (e.g., conceptual dependency, fact based structure)"
8321372,KNOWLEDGE PROCESSING SYSTEM
8321372,Knowledge acquisition by a knowledge processing system
8321424,KNOWLEDGE PROCESSING SYSTEM
8321455,Ruled
8321462,Genetic algorithm and genetic programming system
8321462,Learning task
8321462,HAVING PARTICULAR USER INTERFACE
8321462,KNOWLEDGE PROCESSING SYSTEM
8321788,Ruled
8325189,"Semantic network (e.g., conceptual dependency, fact based structure)"
8325189,MACHINE LEARNING
8326047,Classification or recognition
8326047,Medical
8326047,Having specific pattern matching or control technique
8326456,Learning task
8326666,Learning method
8326677,Prediction
8326677,Constraint optimization problem solving
8326677,Ruled
8326677,Business
8326776,KNOWLEDGE PROCESSING SYSTEM
8326778,KNOWLEDGE PROCESSING SYSTEM
8326780,Knowledge representation and reasoning technique
8326780,"Reasoning under uncertainty (e.g., fuzzy logic)"
8326780,Learning task
8326780,Ruled
8326780,MISCELLANEOUS
8326781,NEURAL NETWORK
8326781,Approximation
8326781,"Signal processing (e.g., filter)"
8326781,Association
8326781,Learning task
8326782,KNOWLEDGE PROCESSING SYSTEM
8326783,Knowledge representation and reasoning technique
8326783,Prediction
8326783,Frame
8326783,MACHINE LEARNING
8326784,MISCELLANEOUS
8326791,KNOWLEDGE PROCESSING SYSTEM
8326793,"Reasoning under uncertainty (e.g., fuzzy logic)"
8326793,KNOWLEDGE PROCESSING SYSTEM
8326793,Ruled
8326793,Knowledge representation and reasoning technique
8327414,Ruled
8328639,Prediction
8331656,KNOWLEDGE PROCESSING SYSTEM
8331657,KNOWLEDGE PROCESSING SYSTEM
8332061,Ruled
8332070,Control
8332070,Prediction
8332192,Learning task
8332334,Parallel connection
8332335,KNOWLEDGE PROCESSING SYSTEM
8332336,KNOWLEDGE PROCESSING SYSTEM
8332337,Association
8332337,Constraint optimization problem solving
8332337,NEURAL NETWORK
8332337,Prediction
8332337,Approximation
8332337,"Signal processing (e.g., filter)"
8332337,Learning task
8332339,Architecture
8332339,Structure
8332339,NEURAL NETWORK
8332340,KNOWLEDGE PROCESSING SYSTEM
8332343,KNOWLEDGE PROCESSING SYSTEM
8332343,MACHINE LEARNING
8332347,KNOWLEDGE PROCESSING SYSTEM
8332411,Learning task
8332457,Knowledge representation and reasoning technique
8332624,Creation or modification
8332959,"Reasoning under uncertainty (e.g., fuzzy logic)"
8335300,Knowledge representation and reasoning technique
8335300,Having specific management of a knowledge base
8335751,HAVING PARTICULAR USER INTERFACE
8335751,Classification or recognition
8335757,Prediction
8339634,Learning task
8340368,Classification or recognition
8340403,MACHINE LEARNING
8340789,MACHINE LEARNING
8340789,NEURAL NETWORK
8340789,Recurrent
8340789,ADAPTIVE SYSTEM
8340831,MACHINE LEARNING
8340942,HAVING PARTICULAR USER INTERFACE
8341095,NEURAL NETWORK
8341098,KNOWLEDGE PROCESSING SYSTEM
8341106,MISCELLANEOUS
8341106,"Reasoning under uncertainty (e.g., fuzzy logic)"
8341106,Knowledge representation and reasoning technique
8341106,KNOWLEDGE PROCESSING SYSTEM
8341108,Classification or recognition
8341111,KNOWLEDGE PROCESSING SYSTEM
8341111,"Semantic network (e.g., conceptual dependency, fact based structure)"
8341111,MACHINE LEARNING
8341111,Genetic algorithm and genetic programming system
8341652,Having specific pattern matching or control technique
8343053,Classification or recognition
8346233,Ruled
8346681,KNOWLEDGE PROCESSING SYSTEM
8346683,KNOWLEDGE PROCESSING SYSTEM
8346686,KNOWLEDGE PROCESSING SYSTEM
8346688,KNOWLEDGE PROCESSING SYSTEM
8346689,KNOWLEDGE PROCESSING SYSTEM
8346691,MACHINE LEARNING
8346693,MISCELLANEOUS
8346693,Knowledge representation and reasoning technique
8346693,KNOWLEDGE PROCESSING SYSTEM
8346693,Ruled
8346707,Ruled
8346711,Ruled
8346711,Knowledge representation and reasoning technique
8346711,KNOWLEDGE PROCESSING SYSTEM
8346712,Ruled
8346712,Knowledge representation and reasoning technique
8346712,KNOWLEDGE PROCESSING SYSTEM
8346763,Genetic algorithm and genetic programming system
8346763,ADAPTIVE SYSTEM
8346763,MACHINE LEARNING
8346772,Constraint optimization problem solving
8346802,Ruled
8350860,Ruled
8351673,MACHINE LEARNING
8351688,Classification or recognition
8352049,ADAPTIVE SYSTEM
8352055,Fuzzy neural network
8352236,KNOWLEDGE PROCESSING SYSTEM
8352303,HAVING PARTICULAR USER INTERFACE
8352384,"Reasoning under uncertainty (e.g., fuzzy logic)"
8352388,Association
8352388,Knowledge acquisition by a knowledge processing system
8352388,Prediction
8352396,MACHINE LEARNING
8352400,PLURAL PROCESSING SYSTEMS
8352400,MACHINE LEARNING
8352404,KNOWLEDGE PROCESSING SYSTEM
8352469,KNOWLEDGE PROCESSING SYSTEM
8352469,Ruled
8352469,Knowledge representation and reasoning technique
8352494,Blackboard system
8352568,"Analog fuzzy computer (e.g., controller)"
8352593,Having specific management of a knowledge base
8352767,ADAPTIVE SYSTEM
8352767,MACHINE LEARNING
8352789,KNOWLEDGE PROCESSING SYSTEM
8355903,Knowledge representation and reasoning technique
8355916,HAVING PARTICULAR USER INTERFACE
8356003,Classification or recognition
8356005,KNOWLEDGE PROCESSING SYSTEM
8356005,Knowledge representation and reasoning technique
8356005,Having specific pattern matching or control technique
8356005,Ruled
8356047,Structure
8356047,Association
8358724,"Beamforming (e.g., target location, radar)"
8359110,"Reasoning under uncertainty (e.g., fuzzy logic)"
8359111,Structure
8359111,Control
8359111,HAVING PARTICULAR USER INTERFACE
8359111,MISCELLANEOUS
8359279,KNOWLEDGE PROCESSING SYSTEM
8359284,KNOWLEDGE PROCESSING SYSTEM
8359287,NEURAL NETWORK
8359287,ADAPTIVE SYSTEM
8359287,KNOWLEDGE PROCESSING SYSTEM
8359287,Knowledge representation and reasoning technique
8359597,Learning method
8362918,Knowledge representation and reasoning technique
8362918,Knowledge acquisition by a knowledge processing system
8363057,Ruled
8363950,Classification or recognition
8364311,Classification or recognition
8364514,ADAPTIVE SYSTEM
8364514,KNOWLEDGE PROCESSING SYSTEM
8364514,NEURAL NETWORK
8364611,MISCELLANEOUS
8364614,Having specific pattern matching or control technique
8364617,Constraint optimization problem solving
8364617,KNOWLEDGE PROCESSING SYSTEM
8364620,MISCELLANEOUS
8364621,Prediction
8364623,"Digital fuzzy computer (e.g., controller)"
8364623,Control
8364628,Knowledge representation and reasoning technique
8364628,KNOWLEDGE PROCESSING SYSTEM
8364628,"Reasoning under uncertainty (e.g., fuzzy logic)"
8364628,MISCELLANEOUS
8364630,"Reasoning under uncertainty (e.g., fuzzy logic)"
8364630,Knowledge representation and reasoning technique
8364630,KNOWLEDGE PROCESSING SYSTEM
8364739,MACHINE LEARNING
8364811,Control
8364811,Structure
8364811,"Beamforming (e.g., target location, radar)"
8364811,Learning method
8364840,ADAPTIVE SYSTEM
8364840,KNOWLEDGE PROCESSING SYSTEM
8364840,Having specific pattern matching or control technique
8364840,Knowledge acquisition by a knowledge processing system
8369840,Classification or recognition
8369992,MACHINE LEARNING
8369992,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
8369992,FUZZY LOGIC HARDWARE
8370117,Ruled
8370226,"Mathematics, science, or engineering"
8370275,KNOWLEDGE PROCESSING SYSTEM
8370275,Knowledge representation and reasoning technique
8370283,Constraint optimization problem solving
8370283,Learning task
8370285,MISCELLANEOUS
8370285,Ruled
8370286,Analogical reasoning system
8370286,Knowledge representation and reasoning technique
8370799,Knowledge representation and reasoning technique
8370799,KNOWLEDGE PROCESSING SYSTEM
8370799,Ruled
8373706,Ruled
8374334,Having specific management of a knowledge base
8374848,Knowledge representation and reasoning technique
8374977,KNOWLEDGE PROCESSING SYSTEM
8374980,KNOWLEDGE PROCESSING SYSTEM
8374982,MACHINE LEARNING
8374988,MISCELLANEOUS
8374988,"Reasoning under uncertainty (e.g., fuzzy logic)"
8374988,KNOWLEDGE PROCESSING SYSTEM
8374991,KNOWLEDGE PROCESSING SYSTEM
8374992,KNOWLEDGE PROCESSING SYSTEM
8374993,Classification or recognition
8374993,KNOWLEDGE PROCESSING SYSTEM
8375030,Blackboard system
8375030,KNOWLEDGE PROCESSING SYSTEM
8375053,"Reasoning under uncertainty (e.g., fuzzy logic)"
8375053,FUZZY LOGIC HARDWARE
8375433,Ruled
8379801,HAVING PARTICULAR USER INTERFACE
8379804,Ruled
8379806,MISCELLANEOUS
8380045,KNOWLEDGE PROCESSING SYSTEM
8380846,Genetic algorithm and genetic programming system
8381208,Knowledge acquisition by a knowledge processing system
8381208,Analogical reasoning system
8382481,KNOWLEDGE PROCESSING SYSTEM
8386083,ADAPTIVE SYSTEM
8386203,Medical
8386203,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
8386203,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
8386232,Classification or recognition
8386232,Constraint optimization problem solving
8386377,KNOWLEDGE PROCESSING SYSTEM
8386407,Knowledge representation and reasoning technique
8386413,KNOWLEDGE PROCESSING SYSTEM
8386413,ADAPTIVE SYSTEM
8386558,Ruled
8386844,Ruled
8387058,KNOWLEDGE PROCESSING SYSTEM
8392116,Prediction
8392116,Learning method
8392348,KNOWLEDGE PROCESSING SYSTEM
8392349,Having specific management of a knowledge base
8392350,KNOWLEDGE PROCESSING SYSTEM
8392455,Ruled
8392455,"Semantic network (e.g., conceptual dependency, fact based structure)"
8392627,Having specific pattern matching or control technique
8396571,Having specific management of a knowledge base
8396571,ADAPTIVE SYSTEM
8396582,Genetic algorithm and genetic programming system
8396582,Learning method
8396730,Vehicle or aerospace
8396730,Vehicle or aerospace
8396815,Temporal logic
8396816,KNOWLEDGE PROCESSING SYSTEM
8396875,Prediction
8396875,Classification or recognition
8396876,KNOWLEDGE PROCESSING SYSTEM
8396951,Learning task
8396951,Ruled
